
Detailed
 ==================== 
Position X,Position Y,Position Z,Unit,Category,Collection,Time,ID,
97.8116,38.07,25.4753,um,Spot,Position,1,0,
100.342,21.391,25.7715,um,Spot,Position,1,1,
92.3708,25.7297,26.6752,um,Spot,Position,1,2,
135.01,36.0829,17.3197,um,Spot,Position,1,3,
112.622,25.2423,20.5811,um,Spot,Position,1,4,
121.944,12.3817,23.2312,um,Spot,Position,1,5,
132.675,12.0269,24.6008,um,Spot,Position,1,6,
149.062,32.8072,17.2664,um,Spot,Position,1,7,
137.582,19.247,19.6382,um,Spot,Position,1,8,
153.88,28.916,20.3911,um,Spot,Position,1,9,
168.814,33.4118,24.6256,um,Spot,Position,1,10,
177.627,33.9486,29.092,um,Spot,Position,1,11,
84.6504,45.3574,28.1597,um,Spot,Position,1,12,
111.549,45.1838,21.6014,um,Spot,Position,1,13,
163.992,69.7205,14.7958,um,Spot,Position,1,14,
150.222,57.1601,16.5527,um,Spot,Position,1,15,
140.903,54.0229,17.7638,um,Spot,Position,1,16,
145.668,68.6842,19.3779,um,Spot,Position,1,17,
183.891,60.6993,9.73717,um,Spot,Position,1,18,
171.131,67.9131,14.5417,um,Spot,Position,1,19,
195.596,65.5416,24.2261,um,Spot,Position,1,20,
188.294,59.2429,24.9423,um,Spot,Position,1,21,
188.806,52.6716,26.7136,um,Spot,Position,1,22,
160.504,93.9369,0.231634,um,Spot,Position,1,23,
163.642,94.4342,0.231634,um,Spot,Position,1,24,
151.491,93.1648,7.93568,um,Spot,Position,1,25,
161.771,78.8381,8.68559,um,Spot,Position,1,26,
136.976,73.0041,15.5489,um,Spot,Position,1,27,
176.54,98.9593,5.27326,um,Spot,Position,1,28,
178.331,88.8862,6.17109,um,Spot,Position,1,29,
184.946,97.7667,6.71788,um,Spot,Position,1,30,
182.825,86.6721,8.52424,um,Spot,Position,1,31,
180.591,75.4627,10.9511,um,Spot,Position,1,32,
169.776,75.57,12.0976,um,Spot,Position,1,33,
213.94,99.3445,22.0605,um,Spot,Position,1,34,
220.401,103.488,25.2285,um,Spot,Position,1,35,
219.445,89.4856,28.418,um,Spot,Position,1,36,
166.336,119.946,3.94575,um,Spot,Position,1,37,
163.317,129.427,3.99064,um,Spot,Position,1,38,
160.572,106.28,5.00105,um,Spot,Position,1,39,
159.49,124.109,4.85449,um,Spot,Position,1,40,
162.271,114.631,5.24038,um,Spot,Position,1,41,
136.601,109.82,12.9743,um,Spot,Position,1,42,
183.29,120.555,0.601095,um,Spot,Position,1,43,
184.668,106.292,3.87123,um,Spot,Position,1,44,
192.16,109.609,5.50791,um,Spot,Position,1,45,
210.247,134.675,13.0702,um,Spot,Position,1,46,
210.352,129.64,14.1933,um,Spot,Position,1,47,
211.035,115.843,15.0469,um,Spot,Position,1,48,
213.628,111.041,16.8638,um,Spot,Position,1,49,
216.526,131.386,17.4132,um,Spot,Position,1,50,
221.81,132.221,20.8469,um,Spot,Position,1,51,
226.161,120.176,28.6403,um,Spot,Position,1,52,
102.657,152.093,27.2531,um,Spot,Position,1,53,
121.54,157.897,13.7522,um,Spot,Position,1,54,
127.864,138.419,17.6697,um,Spot,Position,1,55,
166.604,135.95,4.41801,um,Spot,Position,1,56,
160.883,148.013,5.24179,um,Spot,Position,1,57,
152.465,159.371,6.34634,um,Spot,Position,1,58,
158.171,160.554,7.13497,um,Spot,Position,1,59,
166.305,160.909,7.23023,um,Spot,Position,1,60,
139.463,165.31,9.9293,um,Spot,Position,1,61,
173.155,145.103,1.48291,um,Spot,Position,1,62,
181.715,138.565,3.85801,um,Spot,Position,1,63,
171.38,152.359,4.95054,um,Spot,Position,1,64,
172.175,158.381,5.87859,um,Spot,Position,1,65,
194.788,165.324,14.1143,um,Spot,Position,1,66,
210.946,140.468,14.6174,um,Spot,Position,1,67,
201.176,164.238,14.3676,um,Spot,Position,1,68,
207.311,161.632,18.0085,um,Spot,Position,1,69,
208.967,165.065,22.3306,um,Spot,Position,1,70,
127.438,172.227,12.6715,um,Spot,Position,1,71,
110.724,172.752,17.7386,um,Spot,Position,1,72,
125.918,186.43,18.6539,um,Spot,Position,1,73,
121.435,189.358,19.4738,um,Spot,Position,1,74,
131.36,195.994,19.6495,um,Spot,Position,1,75,
109.487,186.757,23.6147,um,Spot,Position,1,76,
105.905,177.945,24.4408,um,Spot,Position,1,77,
114.958,190.227,24.3324,um,Spot,Position,1,78,
149.736,176.321,5.12293,um,Spot,Position,1,79,
151.078,179.012,10.0695,um,Spot,Position,1,80,
144.477,169.305,12.7538,um,Spot,Position,1,81,
156.589,189.669,16.3427,um,Spot,Position,1,82,
167.188,168.374,9.2351,um,Spot,Position,1,83,
172.32,173.758,9.21313,um,Spot,Position,1,84,
167.414,184.81,12.8731,um,Spot,Position,1,85,
188.608,166.862,13.2934,um,Spot,Position,1,86,
181.728,182.85,13.8229,um,Spot,Position,1,87,
173.373,194.22,18.5292,um,Spot,Position,1,88,
183.215,191.414,21.1859,um,Spot,Position,1,89,
178.847,196.962,21.9188,um,Spot,Position,1,90,
170.157,193.574,22.5772,um,Spot,Position,1,91,
204.381,175.51,23.7502,um,Spot,Position,1,92,
129.486,200.596,24.6664,um,Spot,Position,1,93,
133.691,202.497,28.4485,um,Spot,Position,1,94,
157.445,203.291,18.7596,um,Spot,Position,1,95,
149.202,202.861,19.0442,um,Spot,Position,1,96,
166.942,198.879,21.1818,um,Spot,Position,1,97,
165.087,204.883,21.9251,um,Spot,Position,1,98,
136.316,205.655,24.4068,um,Spot,Position,1,99,
142.714,206.978,26.1895,um,Spot,Position,1,100,
71.7047,0.538511,49.6889,um,Spot,Position,1,101,
97.9843,8.3956,29.8941,um,Spot,Position,1,102,
98.7676,-0.130589,36.9147,um,Spot,Position,1,103,
102.936,-3.06556,40.8969,um,Spot,Position,1,104,
75.8765,7.89935,40.7682,um,Spot,Position,1,105,
98.0381,-3.51206,43.1039,um,Spot,Position,1,106,
95.0855,2.19107,44.6445,um,Spot,Position,1,107,
93.3365,-8.45313,51.9472,um,Spot,Position,1,108,
84.612,-10.7383,59.122,um,Spot,Position,1,109,
116.359,0.0992947,30.4038,um,Spot,Position,1,110,
120.951,5.18447,31.619,um,Spot,Position,1,111,
125.66,-2.46822,33.8407,um,Spot,Position,1,112,
117.944,-6.98533,39.5846,um,Spot,Position,1,113,
128.53,-9.90042,42.4198,um,Spot,Position,1,114,
121.92,-7.82853,42.3252,um,Spot,Position,1,115,
119.418,-13.0585,45.7763,um,Spot,Position,1,116,
124.902,-13.6262,50.7731,um,Spot,Position,1,117,
131.128,-12.78,51.3923,um,Spot,Position,1,118,
118.875,-15.9252,58.3218,um,Spot,Position,1,119,
108.261,-17.8844,59.0292,um,Spot,Position,1,120,
139.17,0.609938,39.544,um,Spot,Position,1,121,
144.651,-6.87388,53.6003,um,Spot,Position,1,122,
147.643,-8.24562,57.5682,um,Spot,Position,1,123,
173.356,9.43555,52.4253,um,Spot,Position,1,124,
57.0527,33.869,49.1154,um,Spot,Position,1,125,
51.6183,29.8315,49.7008,um,Spot,Position,1,126,
63.1314,11.3586,50.3925,um,Spot,Position,1,127,
75.2739,40.8145,32.2011,um,Spot,Position,1,128,
89.5938,10.3552,32.6145,um,Spot,Position,1,129,
83.8747,14.2476,33.2051,um,Spot,Position,1,130,
73.4382,13.214,40.6382,um,Spot,Position,1,131,
184.644,37.243,37.2352,um,Spot,Position,1,132,
174.336,15.5435,40.4973,um,Spot,Position,1,133,
174.129,21.67,42.6847,um,Spot,Position,1,134,
190.544,37.3793,43.4086,um,Spot,Position,1,135,
194.016,37.7391,52.1491,um,Spot,Position,1,136,
69.9732,45.2179,35.7514,um,Spot,Position,1,137,
51.1249,41.8517,48.5536,um,Spot,Position,1,138,
48.3043,54.6697,52.643,um,Spot,Position,1,139,
91.245,63.4049,35.2439,um,Spot,Position,1,140,
197.866,46.6422,47.6468,um,Spot,Position,1,141,
199.816,58.1784,36.7845,um,Spot,Position,1,142,
64.4423,85.7924,54.8667,um,Spot,Position,1,143,
220.065,93.5683,31.5324,um,Spot,Position,1,144,
223.301,94.4556,34.2959,um,Spot,Position,1,145,
216.421,84.7753,36.8762,um,Spot,Position,1,146,
217.412,79.1332,41.7617,um,Spot,Position,1,147,
221.018,83.0001,49.837,um,Spot,Position,1,148,
218.112,79.2535,52.171,um,Spot,Position,1,149,
227.202,112.464,32.3197,um,Spot,Position,1,150,
229.003,125.252,34.111,um,Spot,Position,1,151,
231.217,134.286,43.9007,um,Spot,Position,1,152,
231.656,131.719,54.0135,um,Spot,Position,1,153,
233.747,125.553,55.0969,um,Spot,Position,1,154,
229.955,110.702,59.0105,um,Spot,Position,1,155,
216.194,161.677,30.5759,um,Spot,Position,1,156,
216.788,164.594,33.5892,um,Spot,Position,1,157,
226.44,148.387,42.6174,um,Spot,Position,1,158,
227.455,150.705,48.0339,um,Spot,Position,1,159,
224.093,158.859,53.2951,um,Spot,Position,1,160,
226.454,152.182,54.8436,um,Spot,Position,1,161,
230.286,144.348,47.6735,um,Spot,Position,1,162,
97.7158,179.378,35.7837,um,Spot,Position,1,163,
94.8865,172.665,37.0623,um,Spot,Position,1,164,
95.1856,173.158,41.4533,um,Spot,Position,1,165,
94.4407,189.024,56.0204,um,Spot,Position,1,166,
99.4972,193.054,58.4691,um,Spot,Position,1,167,
104.541,196.155,51.3777,um,Spot,Position,1,168,
214.473,170.262,37.8439,um,Spot,Position,1,169,
218.07,167.196,41.1165,um,Spot,Position,1,170,
213.019,174.886,42.6455,um,Spot,Position,1,171,
200.562,188.905,43.9354,um,Spot,Position,1,172,
127.231,207.987,37.2319,um,Spot,Position,1,173,
133.28,210.14,37.8422,um,Spot,Position,1,174,
127.386,206.461,44.8956,um,Spot,Position,1,175,
115.87,203.099,48.0218,um,Spot,Position,1,176,
131.558,207.573,49.2768,um,Spot,Position,1,177,
122.399,205.583,52.8373,um,Spot,Position,1,178,
112.045,201.562,54.1328,um,Spot,Position,1,179,
117.855,202.011,54.2169,um,Spot,Position,1,180,
116.853,199.877,57.4417,um,Spot,Position,1,181,
122.342,203.594,58.0499,um,Spot,Position,1,182,
154.682,211.525,31.8444,um,Spot,Position,1,183,
148.787,209.274,42.1248,um,Spot,Position,1,184,
144.756,212.965,47.7039,um,Spot,Position,1,185,
157.675,197.944,53.0348,um,Spot,Position,1,186,
