
Detailed
 ==================== 
Position X,Position Y,Position Z,Unit,Category,Collection,Time,ID,
61.1028,75.2895,26.4591,um,Spot,Position,1,0,
98.1139,124.852,15.8651,um,Spot,Position,1,1,
99.9049,135.346,17.5766,um,Spot,Position,1,2,
102.489,141.502,23.6327,um,Spot,Position,1,3,
107.116,145.619,28.5633,um,Spot,Position,1,4,
66.0323,76.0992,42.9879,um,Spot,Position,1,5,
69.7141,82.2002,54.3905,um,Spot,Position,1,6,
83.0099,148.727,37.8296,um,Spot,Position,1,7,
105.609,151.359,34.3709,um,Spot,Position,1,8,
88.9192,152.152,45.3987,um,Spot,Position,1,9,
131.857,142.22,41.3868,um,Spot,Position,1,10,
123.8,148.501,47.8856,um,Spot,Position,1,11,
145.155,33.7519,86.4917,um,Spot,Position,1,12,
150.172,61.751,63.0453,um,Spot,Position,1,13,
158.495,65.2358,67.9889,um,Spot,Position,1,14,
76.4892,86.5004,78.4115,um,Spot,Position,1,15,
179.769,102.672,84.3342,um,Spot,Position,1,16,
75.4962,115.734,75.8837,um,Spot,Position,1,17,
165.737,130.572,64.2462,um,Spot,Position,1,18,
92.3159,137.871,82.7435,um,Spot,Position,1,19,
83.0157,3.09206,101.862,um,Spot,Position,1,20,
102.524,5.21663,103.805,um,Spot,Position,1,21,
120.241,15.4015,100.759,um,Spot,Position,1,22,
123.681,21.7175,115.518,um,Spot,Position,1,23,
79.1353,43.505,91.2879,um,Spot,Position,1,24,
90.6553,41.0011,101.297,um,Spot,Position,1,25,
95.9843,37.2594,102.092,um,Spot,Position,1,26,
95.7077,37.1801,108.212,um,Spot,Position,1,27,
86.0825,65.5544,101.74,um,Spot,Position,1,28,
85.5759,72.9984,101.66,um,Spot,Position,1,29,
161.362,78.85,102.226,um,Spot,Position,1,30,
161.659,79.3884,109.73,um,Spot,Position,1,31,
79.1549,99.5934,93.4072,um,Spot,Position,1,32,
101.845,88.3753,118.181,um,Spot,Position,1,33,
160.742,102.54,101.796,um,Spot,Position,1,34,
141.286,99.1116,115.691,um,Spot,Position,1,35,
177.501,84.021,93.7834,um,Spot,Position,1,36,
116.194,109.159,113.92,um,Spot,Position,1,37,
108.369,138.987,90.6402,um,Spot,Position,1,38,
97.2018,131.383,92.3594,um,Spot,Position,1,39,
100.9,34.6961,125.135,um,Spot,Position,1,40,
110.237,45.3747,125.566,um,Spot,Position,1,41,
127.081,37.908,121.642,um,Spot,Position,1,42,
97.5078,56.5721,119.231,um,Spot,Position,1,43,
140.065,76.7121,118.825,um,Spot,Position,1,44,
136.396,84.8216,119.348,um,Spot,Position,1,45,
113.416,85.6048,120.366,um,Spot,Position,1,46,
126.046,140.801,86.81,um,Spot,Position,1,47,
71.3842,130.004,52.0902,um,Spot,Position,1,48,
