
Detailed
 ==================== 
Position X,Position Y,Position Z,Unit,Category,Collection,Time,ID,
68.1433,19.7498,28.7804,um,Spot,Position,1,0,
154.379,42.9683,22.0844,um,Spot,Position,1,1,
144.01,46.9224,28.3977,um,Spot,Position,1,2,
148.289,40.7169,29.4109,um,Spot,Position,1,3,
24.441,78.5176,29.5804,um,Spot,Position,1,4,
120.958,58.2341,0.231634,um,Spot,Position,1,5,
140.481,74.2776,5.82623,um,Spot,Position,1,6,
120.087,66.0913,7.9878,um,Spot,Position,1,7,
134.24,86.5288,2.91113,um,Spot,Position,1,8,
149.704,89.8095,7.07456,um,Spot,Position,1,9,
161.447,86.1895,12.176,um,Spot,Position,1,10,
164.729,94.2677,20.3477,um,Spot,Position,1,11,
97.7531,129.69,5.71871,um,Spot,Position,1,12,
125.048,106.04,0.231634,um,Spot,Position,1,13,
116.832,112.008,0.231634,um,Spot,Position,1,14,
154.426,115.161,16.7585,um,Spot,Position,1,15,
73.4824,140.707,27.2191,um,Spot,Position,1,16,
103.95,157.783,22.7454,um,Spot,Position,1,17,
27.0218,26.4882,48.0394,um,Spot,Position,1,18,
20.9608,18.1374,49.1206,um,Spot,Position,1,19,
27.4874,18.3104,57.4845,um,Spot,Position,1,20,
104.959,24.0356,35.0077,um,Spot,Position,1,21,
92.7311,20.2205,49.5355,um,Spot,Position,1,22,
90.7974,12.5469,59.072,um,Spot,Position,1,23,
129.893,25.3076,30.4142,um,Spot,Position,1,24,
120.397,22.613,32.2106,um,Spot,Position,1,25,
154.064,23.8922,56.3742,um,Spot,Position,1,26,
20.8916,40.6658,36.5799,um,Spot,Position,1,27,
153.382,47.8142,29.9145,um,Spot,Position,1,28,
6.97855,76.5249,49.6067,um,Spot,Position,1,29,
5.60793,63.7855,55.078,um,Spot,Position,1,30,
171.959,77.4018,31.5023,um,Spot,Position,1,31,
172.829,65.2397,48.268,um,Spot,Position,1,32,
172.376,71.4885,49.477,um,Spot,Position,1,33,
12.401,90.9118,36.1678,um,Spot,Position,1,34,
11.1996,81.663,42.3521,um,Spot,Position,1,35,
48.1063,130.127,51.0642,um,Spot,Position,1,36,
159.071,116.908,32.8579,um,Spot,Position,1,37,
149.468,128.198,37.0442,um,Spot,Position,1,38,
114.765,154.72,36.6071,um,Spot,Position,1,39,
113.408,144.83,37.3327,um,Spot,Position,1,40,
115.294,147.13,38.1159,um,Spot,Position,1,41,
98.8077,147.726,55.7423,um,Spot,Position,1,42,
108.326,143.813,57.1846,um,Spot,Position,1,43,
138.687,135.12,49.9599,um,Spot,Position,1,44,
138.027,133.321,57.8566,um,Spot,Position,1,45,
146.353,131.606,44.7148,um,Spot,Position,1,46,
58.4863,2.2738,63.3746,um,Spot,Position,1,47,
64.4348,0.58964,63.6641,um,Spot,Position,1,48,
34.5466,11.4428,83.0935,um,Spot,Position,1,49,
44.0666,5.70414,75.266,um,Spot,Position,1,50,
62.908,4.23159,82.912,um,Spot,Position,1,51,
51.6749,6.16642,82.7249,um,Spot,Position,1,52,
133.889,18.1004,77.6534,um,Spot,Position,1,53,
122.19,16.9167,82.1381,um,Spot,Position,1,54,
146.816,20.1088,68.6924,um,Spot,Position,1,55,
13.6743,38.2339,84.3136,um,Spot,Position,1,56,
18.0621,31.7878,87.0277,um,Spot,Position,1,57,
166.789,46.2254,62.8943,um,Spot,Position,1,58,
154.355,35.2158,73.885,um,Spot,Position,1,59,
4.03032,71.3009,71.4713,um,Spot,Position,1,60,
13.9563,78.5658,85.7486,um,Spot,Position,1,61,
165.174,75.1701,60.8463,um,Spot,Position,1,62,
165.357,66.6671,69.411,um,Spot,Position,1,63,
157.465,60.8512,76.9596,um,Spot,Position,1,64,
153.534,77.6941,81.2509,um,Spot,Position,1,65,
145.353,79.7493,85.1111,um,Spot,Position,1,66,
129.726,103.577,87.8103,um,Spot,Position,1,67,
150.404,84.0204,80.2463,um,Spot,Position,1,68,
21.2267,108.459,73.3307,um,Spot,Position,1,69,
36.7805,117.739,85.8193,um,Spot,Position,1,70,
114.462,119.268,85.0209,um,Spot,Position,1,71,
108.986,114.643,88.5734,um,Spot,Position,1,72,
125.372,130.707,67.2764,um,Spot,Position,1,73,
