
Detailed
 ==================== 
Position X,Position Y,Position Z,Unit,Category,Collection,Time,ID,
139.293,21.1912,26.069,um,Spot,Position,1,0,
100.588,33.9323,16.2926,um,Spot,Position,1,1,
118.777,28.0844,17.4059,um,Spot,Position,1,2,
123.896,23.9753,18.7342,um,Spot,Position,1,3,
134.105,24.6272,23.2184,um,Spot,Position,1,4,
129.059,57.2225,6.13977,um,Spot,Position,1,5,
132.305,46.5436,12.749,um,Spot,Position,1,6,
143.445,53.282,18.6276,um,Spot,Position,1,7,
96.7011,69.0667,3.39391,um,Spot,Position,1,8,
147.291,65.9233,0.231634,um,Spot,Position,1,9,
119.255,109.06,15.6153,um,Spot,Position,1,10,
118.202,94.6305,16.6579,um,Spot,Position,1,11,
124.104,94.1643,15.0183,um,Spot,Position,1,12,
125.324,102.559,27.0043,um,Spot,Position,1,13,
71.733,114.494,3.57548,um,Spot,Position,1,14,
72.6468,119.944,4.79597,um,Spot,Position,1,15,
64.9465,115.964,26.4268,um,Spot,Position,1,16,
75.3619,120.03,29.0153,um,Spot,Position,1,17,
87.804,130.139,23.3972,um,Spot,Position,1,18,
96.7647,128.816,24.3732,um,Spot,Position,1,19,
106.969,121.703,14.8073,um,Spot,Position,1,20,
113.872,117.724,22.9906,um,Spot,Position,1,21,
84.4331,5.85562,38.8322,um,Spot,Position,1,22,
78.4318,16.0024,52.6457,um,Spot,Position,1,23,
152.697,1.96814,52.2117,um,Spot,Position,1,24,
157.026,35.2537,36.7758,um,Spot,Position,1,25,
156.999,39.4718,39.4727,um,Spot,Position,1,26,
157.128,47.7222,45.2395,um,Spot,Position,1,27,
142.655,79.797,33.9175,um,Spot,Position,1,28,
140.948,87.1608,44.3576,um,Spot,Position,1,29,
147.327,68.2208,56.3095,um,Spot,Position,1,30,
143.983,74.4476,57.5511,um,Spot,Position,1,31,
127.98,100.815,37.3319,um,Spot,Position,1,32,
137.255,91.0662,48.4766,um,Spot,Position,1,33,
125.197,102.36,53.2513,um,Spot,Position,1,34,
120.863,103.576,54.1607,um,Spot,Position,1,35,
65.2541,116.451,38.2123,um,Spot,Position,1,36,
61.8295,119.425,57.1176,um,Spot,Position,1,37,
117.631,114.99,37.1393,um,Spot,Position,1,38,
116.67,114.597,42.1591,um,Spot,Position,1,39,
95.275,-0.598395,71.4526,um,Spot,Position,1,40,
128.198,-2.06747,66.3073,um,Spot,Position,1,41,
24.0031,6.24404,81.8144,um,Spot,Position,1,42,
33.9392,18.0393,71.0156,um,Spot,Position,1,43,
