
Detailed
 ==================== 
Position X,Position Y,Position Z,Unit,Category,Collection,Time,ID,
157.935,8.35457,73.9416,um,Spot,Position,1,0,
83.0152,31.966,85.1437,um,Spot,Position,1,1,
103.194,33.0426,85.5575,um,Spot,Position,1,2,
124.914,25.0799,80.2865,um,Spot,Position,1,3,
99.3969,41.9877,91.6756,um,Spot,Position,1,4,
126.256,41.4725,96.9039,um,Spot,Position,1,5,
87.557,71.4363,97.9926,um,Spot,Position,1,6,
86.5868,68.3137,103.729,um,Spot,Position,1,7,
78.2992,74.8181,103.013,um,Spot,Position,1,8,
100.579,100.513,112.796,um,Spot,Position,1,9,
50.8067,123.314,26.735,um,Spot,Position,1,10,
63.0825,65.0192,33.9012,um,Spot,Position,1,11,
45.6905,19.2912,62.9562,um,Spot,Position,1,12,
93.576,4.08612,68.5419,um,Spot,Position,1,13,
