
Detailed
 ==================== 
Position X,Position Y,Position Z,Unit,Category,Collection,Time,ID,
165.128,142.038,17.8464,um,Spot,Position,1,0,
184.149,130.82,28.2733,um,Spot,Position,1,1,
152.598,155.994,67.9912,um,Spot,Position,1,2,
191.061,109.899,90.5006,um,Spot,Position,1,3,
61.4373,83.1801,103.353,um,Spot,Position,1,4,
127.034,109.708,104.91,um,Spot,Position,1,5,
107.327,69.8826,108.34,um,Spot,Position,1,6,
129.747,45.4699,11.7716,um,Spot,Position,1,7,
118.521,47.13,10.6928,um,Spot,Position,1,8,
22.9376,126.066,70.2927,um,Spot,Position,1,9,
33.4993,132.607,81.5227,um,Spot,Position,1,10,
125.938,129.933,86.7575,um,Spot,Position,1,11,
181.628,115.123,88.0851,um,Spot,Position,1,12,
43.1248,81.0279,92.1802,um,Spot,Position,1,13,
83.1499,128.111,102.85,um,Spot,Position,1,14,
61.1097,108.208,103.973,um,Spot,Position,1,15,
109.95,105.262,99.9936,um,Spot,Position,1,16,
85.3637,124.698,114.541,um,Spot,Position,1,17,
99.0343,125.448,106.194,um,Spot,Position,1,18,
92.1888,32.9889,67.3641,um,Spot,Position,1,19,
54.5679,74.2816,94.6092,um,Spot,Position,1,20,
148.996,103.729,95.1947,um,Spot,Position,1,21,
101.646,105.525,112.515,um,Spot,Position,1,22,
82.1919,92.607,111.677,um,Spot,Position,1,23,
64.1186,100.336,119.509,um,Spot,Position,1,24,
93.0948,54.544,92.3783,um,Spot,Position,1,25,
87.8054,65.4932,98.461,um,Spot,Position,1,26,
101.823,41.5812,84.5685,um,Spot,Position,1,27,
114.173,46.5594,83.6937,um,Spot,Position,1,28,
62.6274,80.9093,112.199,um,Spot,Position,1,29,
74.3401,83.3866,110.391,um,Spot,Position,1,30,
82.1775,78.6817,106.404,um,Spot,Position,1,31,
197.669,65.6596,75.3777,um,Spot,Position,1,32,
143.357,98.7153,114.098,um,Spot,Position,1,33,
36.9112,64.9551,75.121,um,Spot,Position,1,34,
196.294,114.753,60.3626,um,Spot,Position,1,35,
82.5763,138.953,96.2978,um,Spot,Position,1,36,
130.404,121.399,98.4862,um,Spot,Position,1,37,
11.8613,93.9032,85.7294,um,Spot,Position,1,38,
86.5833,24.342,3.38653,um,Spot,Position,1,39,
126.346,143.69,12.983,um,Spot,Position,1,40,
