
Detailed
 ==================== 
Position X,Position Y,Position Z,Unit,Category,Collection,Time,ID,
82.0994,102.778,1.79285,um,Spot,Position,1,0,
94.6596,87.7178,6.77259,um,Spot,Position,1,1,
80.7441,82.9161,10.4688,um,Spot,Position,1,2,
78.7532,91.6844,10.5393,um,Spot,Position,1,3,
87.4657,93.1297,11.304,um,Spot,Position,1,4,
71.3078,128.709,0.825994,um,Spot,Position,1,5,
71.2031,107.641,4.70143,um,Spot,Position,1,6,
63.9974,140.124,5.14964,um,Spot,Position,1,7,
69.0907,147.635,9.54051,um,Spot,Position,1,8,
72.2305,157.405,9.90452,um,Spot,Position,1,9,
84.8008,131.175,0.363641,um,Spot,Position,1,10,
76.9846,111.359,4.09491,um,Spot,Position,1,11,
75.8739,142.708,3.06982,um,Spot,Position,1,12,
82.0482,105.388,4.17848,um,Spot,Position,1,13,
84.254,153.988,6.18878,um,Spot,Position,1,14,
113.829,122.377,7.06,um,Spot,Position,1,15,
109.436,149.573,7.11818,um,Spot,Position,1,16,
107.364,138.867,9.00743,um,Spot,Position,1,17,
74.7922,149.089,10.4215,um,Spot,Position,1,18,
128.204,160.799,10.956,um,Spot,Position,1,19,
74.9158,162.264,11.1002,um,Spot,Position,1,20,
86.1432,173.05,5.17322,um,Spot,Position,1,21,
95.5971,168.715,8.33471,um,Spot,Position,1,22,
74.4389,168.304,11.5,um,Spot,Position,1,23,
127.129,38.9882,20.3767,um,Spot,Position,1,24,
69.6976,78.0392,18.3909,um,Spot,Position,1,25,
68.1569,69.1095,23.1428,um,Spot,Position,1,26,
76.9091,59.3547,14.3526,um,Spot,Position,1,27,
110.001,100.517,14.348,um,Spot,Position,1,28,
88.9532,85.834,14.7632,um,Spot,Position,1,29,
103.285,89.6686,15.1238,um,Spot,Position,1,30,
126.304,48.0159,18.4563,um,Spot,Position,1,31,
87.6943,73.5404,19.0955,um,Spot,Position,1,32,
129.182,77.1976,19.2525,um,Spot,Position,1,33,
133.13,45.6781,19.7792,um,Spot,Position,1,34,
133.584,55.5232,19.7223,um,Spot,Position,1,35,
133.319,67.0737,20.6738,um,Spot,Position,1,36,
104.947,83.7445,20.6856,um,Spot,Position,1,37,
98.1324,42.5468,21.5238,um,Spot,Position,1,38,
112.054,80.1214,22.4474,um,Spot,Position,1,39,
91.7072,45.9495,22.7306,um,Spot,Position,1,40,
65.6563,144.373,11.66,um,Spot,Position,1,41,
58.6629,143.907,13.3405,um,Spot,Position,1,42,
69.0547,164.166,13.5207,um,Spot,Position,1,43,
54.1068,134.351,13.8872,um,Spot,Position,1,44,
49.4233,129.193,16.877,um,Spot,Position,1,45,
50.7586,138.224,17.5039,um,Spot,Position,1,46,
53.7967,146.378,20.1537,um,Spot,Position,1,47,
55.484,154.099,22.1381,um,Spot,Position,1,48,
114.922,111.015,14.6706,um,Spot,Position,1,49,
71.442,172.386,18.5651,um,Spot,Position,1,50,
86.2235,179.02,11.9893,um,Spot,Position,1,51,
117.815,189.966,11.7106,um,Spot,Position,1,52,
112.246,192.582,14.5518,um,Spot,Position,1,53,
73.7245,186.707,19.2584,um,Spot,Position,1,54,
93.2051,197.159,19.4974,um,Spot,Position,1,55,
102.461,203.185,19.6752,um,Spot,Position,1,56,
139.393,183.262,17.5275,um,Spot,Position,1,57,
122.095,22.5568,23.9446,um,Spot,Position,1,58,
130.12,27.3308,23.2958,um,Spot,Position,1,59,
112.26,20.1174,27.3167,um,Spot,Position,1,60,
94.15,31.5209,27.0932,um,Spot,Position,1,61,
92.1484,36.521,28.438,um,Spot,Position,1,62,
85.8247,35.3827,31.7128,um,Spot,Position,1,63,
124.385,8.87099,33.9777,um,Spot,Position,1,64,
140.172,28.5088,25.1986,um,Spot,Position,1,65,
170.993,39.6015,24.8846,um,Spot,Position,1,66,
156.977,25.7308,26.3945,um,Spot,Position,1,67,
173.38,33.4002,26.6394,um,Spot,Position,1,68,
148.376,15.5131,29.2024,um,Spot,Position,1,69,
177.525,39.2306,29.3299,um,Spot,Position,1,70,
171.269,21.8637,30.6203,um,Spot,Position,1,71,
156.568,17.0821,31.3356,um,Spot,Position,1,72,
192.567,38.3576,33.9577,um,Spot,Position,1,73,
72.5408,50.4188,25.0881,um,Spot,Position,1,74,
111.13,87.6997,23.6797,um,Spot,Position,1,75,
82.5169,43.4807,30.1016,um,Spot,Position,1,76,
73.438,52.9435,30.6952,um,Spot,Position,1,77,
145.759,43.6115,24.2845,um,Spot,Position,1,78,
161.039,68.7204,25.6419,um,Spot,Position,1,79,
181.774,43.0849,27.1224,um,Spot,Position,1,80,
176.126,48.4765,29.8063,um,Spot,Position,1,81,
190.766,43.6641,31.5237,um,Spot,Position,1,82,
182.561,72.8593,31.705,um,Spot,Position,1,83,
45.424,139.218,24.2163,um,Spot,Position,1,84,
46.1957,144.715,26.9475,um,Spot,Position,1,85,
41.4974,126.323,30.0351,um,Spot,Position,1,86,
39.7362,132.832,31.8996,um,Spot,Position,1,87,
45.6837,161.295,33.7668,um,Spot,Position,1,88,
50.7965,168.197,31.7156,um,Spot,Position,1,89,
85.2018,199.603,23.541,um,Spot,Position,1,90,
121.148,204.613,23.5296,um,Spot,Position,1,91,
130.238,198.735,25.083,um,Spot,Position,1,92,
113.213,202.184,28.5054,um,Spot,Position,1,93,
113.834,199.902,30.1623,um,Spot,Position,1,94,
81.6605,206.557,34.0122,um,Spot,Position,1,95,
128.377,210.644,33.6676,um,Spot,Position,1,96,
112.653,212.587,34.1489,um,Spot,Position,1,97,
93.5342,208.861,34.5707,um,Spot,Position,1,98,
151.031,166.613,26.1843,um,Spot,Position,1,99,
85.7245,26.9963,36.4871,um,Spot,Position,1,100,
78.9532,36.0574,39.5197,um,Spot,Position,1,101,
86.6176,18.8614,43.884,um,Spot,Position,1,102,
183.373,16.1911,37.7885,um,Spot,Position,1,103,
169.996,9.49154,39.8042,um,Spot,Position,1,104,
174.66,2.53389,39.4154,um,Spot,Position,1,105,
163.016,-0.338449,43.1818,um,Spot,Position,1,106,
