
Detailed
 ==================== 
Position X,Position Y,Position Z,Unit,Category,Collection,Time,ID,
122.421,73.4688,12.6708,um,Spot,Position,1,0,
117.631,54.343,13.8797,um,Spot,Position,1,1,
78.6376,163.315,13.0413,um,Spot,Position,1,2,
107.475,165.616,0.45,um,Spot,Position,1,3,
127.242,188.875,0.45,um,Spot,Position,1,4,
120.132,172.63,5.31101,um,Spot,Position,1,5,
126.984,187.212,5.20679,um,Spot,Position,1,6,
135.651,119.471,5.83891,um,Spot,Position,1,7,
140.719,124.367,6.06058,um,Spot,Position,1,8,
119.044,169.596,5.87852,um,Spot,Position,1,9,
119.875,187.043,5.60926,um,Spot,Position,1,10,
89.1155,148.281,6.73854,um,Spot,Position,1,11,
134.709,152.146,6.94222,um,Spot,Position,1,12,
129.128,181.81,6.74972,um,Spot,Position,1,13,
100.965,122.794,10.5172,um,Spot,Position,1,14,
96.6573,172.752,10.0274,um,Spot,Position,1,15,
84.4147,136.066,12.9695,um,Spot,Position,1,16,
81.5498,141.283,12.9081,um,Spot,Position,1,17,
91.1323,169.94,12.9287,um,Spot,Position,1,18,
134.95,199.393,7.55441,um,Spot,Position,1,19,
141.96,209.628,9.43826,um,Spot,Position,1,20,
160.992,203.231,11.7033,um,Spot,Position,1,21,
129.276,38.6678,21.2292,um,Spot,Position,1,22,
113.137,42.4214,26.0407,um,Spot,Position,1,23,
123.426,43.2888,25.5162,um,Spot,Position,1,24,
118.345,44.1189,26.1983,um,Spot,Position,1,25,
124.672,107.998,14.5889,um,Spot,Position,1,26,
116.977,79.5327,17.3718,um,Spot,Position,1,27,
90.5689,113.846,17.7756,um,Spot,Position,1,28,
119.404,104.496,19.7292,um,Spot,Position,1,29,
133.727,49.0963,22.6902,um,Spot,Position,1,30,
95.5549,89.0308,24.1323,um,Spot,Position,1,31,
94.2868,96.2586,24.8241,um,Spot,Position,1,32,
147.503,72.2983,25.9428,um,Spot,Position,1,33,
94.4047,55.8993,27.551,um,Spot,Position,1,34,
93.5682,61.0005,27.6655,um,Spot,Position,1,35,
76.8815,159.826,22.0858,um,Spot,Position,1,36,
78.3617,120.836,27.7101,um,Spot,Position,1,37,
75.1734,124.604,27.4469,um,Spot,Position,1,38,
72.7738,153.325,27.4842,um,Spot,Position,1,39,
135.563,123.758,16.2477,um,Spot,Position,1,40,
87.7546,173.051,17.4085,um,Spot,Position,1,41,
209.248,179.28,28.5086,um,Spot,Position,1,42,
116.462,201.175,14.4783,um,Spot,Position,1,43,
138.667,217.11,17.5675,um,Spot,Position,1,44,
132.882,218.25,18.3872,um,Spot,Position,1,45,
124.044,210.713,19.3585,um,Spot,Position,1,46,
96.0661,193.688,20.5488,um,Spot,Position,1,47,
118.261,214.423,21.1308,um,Spot,Position,1,48,
138.218,227.143,23.6032,um,Spot,Position,1,49,
116.807,219.642,26.536,um,Spot,Position,1,50,
128.846,222.273,26.5828,um,Spot,Position,1,51,
156.659,223.547,24.3105,um,Spot,Position,1,52,
143.192,34.5114,28.9562,um,Spot,Position,1,53,
144.988,27.396,31.9783,um,Spot,Position,1,54,
144.742,23.481,34.7846,um,Spot,Position,1,55,
131.356,14.2319,39.7872,um,Spot,Position,1,56,
85.5181,44.5395,42.8716,um,Spot,Position,1,57,
177.613,47.9729,33.0337,um,Spot,Position,1,58,
177.661,36.1386,39.9322,um,Spot,Position,1,59,
78.8885,106.57,37.5037,um,Spot,Position,1,60,
76.0008,117.76,37.0692,um,Spot,Position,1,61,
75.8178,113.39,38.9583,um,Spot,Position,1,62,
91.9391,49.9891,34.527,um,Spot,Position,1,63,
86.1296,59.1006,35.966,um,Spot,Position,1,64,
85.9581,49.6599,39.3237,um,Spot,Position,1,65,
205.72,76.1698,42.9652,um,Spot,Position,1,66,
67.7271,146.12,36.3207,um,Spot,Position,1,67,
72.784,168.504,37.1477,um,Spot,Position,1,68,
69.5101,154.336,38.4689,um,Spot,Position,1,69,
72.1975,175.036,40.0068,um,Spot,Position,1,70,
76.293,180.399,40.6963,um,Spot,Position,1,71,
201.697,151.286,41.9241,um,Spot,Position,1,72,
95.2843,205.086,29.9153,um,Spot,Position,1,73,
101.629,213.729,30.2318,um,Spot,Position,1,74,
128.777,230.368,31.0285,um,Spot,Position,1,75,
121.04,226.97,33.7716,um,Spot,Position,1,76,
95.7726,206.365,36.1159,um,Spot,Position,1,77,
106.367,219.372,37.81,um,Spot,Position,1,78,
135.367,235.103,40.1173,um,Spot,Position,1,79,
92.786,214.56,41.5415,um,Spot,Position,1,80,
127.572,233.523,42.9322,um,Spot,Position,1,81,
192.313,210.424,29.9597,um,Spot,Position,1,82,
174.042,231.009,33.9586,um,Spot,Position,1,83,
168.69,231.164,34.358,um,Spot,Position,1,84,
155.384,231.489,34.4899,um,Spot,Position,1,85,
89.0786,36.3582,44.3017,um,Spot,Position,1,86,
107.641,14.6152,47.3108,um,Spot,Position,1,87,
100.64,20.5106,48.416,um,Spot,Position,1,88,
175.254,15.3978,45.8366,um,Spot,Position,1,89,
192.951,28.5882,45.8,um,Spot,Position,1,90,
201.397,21.7508,48.9115,um,Spot,Position,1,91,
193.624,24.7188,50.2749,um,Spot,Position,1,92,
156.824,3.6414,51.5889,um,Spot,Position,1,93,
204.71,30.1864,52.9263,um,Spot,Position,1,94,
211.498,40.3037,53.3784,um,Spot,Position,1,95,
168.184,0.459595,54.9984,um,Spot,Position,1,96,
76.2494,98.2638,44.0865,um,Spot,Position,1,97,
74.992,103.426,48.092,um,Spot,Position,1,98,
76.8265,60.7864,49.9994,um,Spot,Position,1,99,
71.9304,106.56,51.8981,um,Spot,Position,1,100,
82.4436,50.0186,44.189,um,Spot,Position,1,101,
83.5212,94.428,57.3696,um,Spot,Position,1,102,
209.756,55.1274,47.3802,um,Spot,Position,1,103,
66.2262,147.161,43.3181,um,Spot,Position,1,104,
69.4389,168.442,46.6755,um,Spot,Position,1,105,
